// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 1 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
BuildScript: D:\Tarea4\Proyecto1.consulaEvaluacionRendimiento\Proyecto1.consulaEvaluacionRendimiento\bin\Release\5e2ca1c1-4cf9-4a7f-a941-b4c5ccf2dacd.bat
// ***** Done, took 00:00:05 (5.66 sec)   *****
// Found 1 benchmarks:
//   RNEntero.Primo: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Alto rendimiento)
// **************************
// Benchmark: RNEntero.Primo: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\Tarea4\Proyecto1.consulaEvaluacionRendimiento\Proyecto1.consulaEvaluacionRendimiento\bin\Release\5e2ca1c1-4cf9-4a7f-a941-b4c5ccf2dacd.exe --anonymousPipes 1548 1500 --benchmarkName Proyecto1.consulaEvaluacionRendimiento.RNEntero.Primo --job Default --benchmarkId 0 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9282.0), X86 LegacyJIT
// GC=Concurrent Workstation
// HardwareIntrinsics= 
// Job: DefaultJob

Min = 0.475 ns, Q1 = 0.608 ns, Median = 0.825 ns, Q3 = 1.704 ns, Max = 2.837 ns
IQR = 1.096 ns, LowerFence = -1.037 ns, UpperFence = 3.348 ns
ConfidenceInterval = [1.057 ns; 1.633 ns] (CI 99.9%), Margin = 0.288 ns (21.41% of Mean)
Skewness = 0.65, Kurtosis = 1.83, MValue = 3.7

// ** Remained 0 (0,0 %) benchmark(s) to run. Estimated finish 2024-11-27 18:16 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Alto rendimiento)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\Proyecto1.consulaEvaluacionRendimiento.RNEntero-report.csv
  BenchmarkDotNet.Artifacts\results\Proyecto1.consulaEvaluacionRendimiento.RNEntero-report-github.md
  BenchmarkDotNet.Artifacts\results\Proyecto1.consulaEvaluacionRendimiento.RNEntero-report.html

// * Detailed results *
RNEntero.Primo: DefaultJob
Runtime = .NET Framework 4.8.1 (4.8.9282.0), X86 LegacyJIT; GC = Concurrent Workstation
Mean = 1.345 ns, StdErr = 0.085 ns (6.31%), N = 100, StdDev = 0.849 ns
Min = 0.475 ns, Q1 = 0.608 ns, Median = 0.825 ns, Q3 = 1.704 ns, Max = 2.837 ns
IQR = 1.096 ns, LowerFence = -1.037 ns, UpperFence = 3.348 ns
ConfidenceInterval = [1.057 ns; 1.633 ns] (CI 99.9%), Margin = 0.288 ns (21.41% of Mean)
Skewness = 0.65, Kurtosis = 1.83, MValue = 3.7
-------------------- Histogram --------------------
[0.458 ns ; 0.938 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[0.938 ns ; 1.258 ns) | 
[1.258 ns ; 1.738 ns) | @@@@@@@@@@@@@@@@@@@@@@
[1.738 ns ; 2.128 ns) | @@
[2.128 ns ; 2.416 ns) | 
[2.416 ns ; 2.897 ns) | @@@@@@@@@@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.14.0, Windows 10 (10.0.19045.5131/22H2/2022Update)
AMD FX-9800P RADEON R7, 12 COMPUTE CORES 4C+8G, 1 CPU, 4 logical and 4 physical cores
  [Host]     : .NET Framework 4.8.1 (4.8.9282.0), X86 LegacyJIT [AttachedDebugger]
  DefaultJob : .NET Framework 4.8.1 (4.8.9282.0), X86 LegacyJIT


| Method | Mean     | Error     | StdDev    | Median    |
|------- |---------:|----------:|----------:|----------:|
| Primo  | 1.345 ns | 0.2880 ns | 0.8491 ns | 0.8247 ns |

// * Warnings *
MultimodalDistribution
